[2025-10-29 17:37:17,385: INFO: main: wlcm to our log page]
[2025-11-02 22:09:05,318: WARNING: module_wrapper: From C:\Users\Asus\AppData\Local\Temp\ipykernel_11752\1310436096.py:6: The name tf.enable_eager_execution is deprecated. Please use tf.compat.v1.enable_eager_execution instead.
]
[2025-11-02 22:11:55,331: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-02 22:11:55,331: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-02 22:11:55,334: INFO: common: created directory at: artifacts]
[2025-11-02 22:11:55,335: INFO: common: created directory at: artifacts\training]
[2025-11-02 22:11:55,574: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-02 22:32:43,202: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-02 22:56:36,060: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-02 22:56:36,060: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-02 22:56:36,060: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-02 22:56:36,060: INFO: common: created directory at: artifacts]
[2025-11-02 22:56:36,060: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-02 22:56:36,060: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-02 22:57:59,809: INFO: data_ingestion: downloaded data from https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-02 22:58:04,943: INFO: main: >>>>>> stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-11-02 22:58:04,943: INFO: main: ****************]
[2025-11-02 22:58:04,943: INFO: main: >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2025-11-02 22:58:04,943: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-02 22:58:04,943: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-02 22:58:04,943: INFO: common: created directory at: artifacts]
[2025-11-02 22:58:04,943: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-02 22:58:05,291: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-02 22:58:05,406: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-02 22:58:05,482: INFO: main: >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x==========x]
[2025-11-02 23:02:22,381: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-02 23:02:22,384: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-02 23:02:22,385: INFO: common: created directory at: artifacts]
[2025-11-02 23:02:22,385: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-02 23:02:22,622: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-02 23:02:22,867: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-02 23:03:04,412: WARNING: module_wrapper: From C:\Users\Asus\AppData\Local\Temp\ipykernel_8152\1310436096.py:6: The name tf.enable_eager_execution is deprecated. Please use tf.compat.v1.enable_eager_execution instead.
]
[2025-11-02 23:03:16,056: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-02 23:03:16,058: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-02 23:03:16,059: INFO: common: created directory at: artifacts]
[2025-11-02 23:03:16,060: INFO: common: created directory at: artifacts\training]
[2025-11-02 23:03:16,285: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-03 02:46:00,842: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-03 13:54:31,329: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-03 13:54:31,346: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-03 13:54:31,348: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-03 13:54:31,348: INFO: common: created directory at: artifacts]
[2025-11-03 13:54:31,348: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-03 13:54:31,348: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-03 13:56:06,199: INFO: data_ingestion: downloaded data from https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-03 13:56:11,985: INFO: main: >>>>>> stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-11-03 13:56:11,985: INFO: main: ****************]
[2025-11-03 13:56:11,985: INFO: main: >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2025-11-03 13:56:11,987: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-03 13:56:11,989: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-03 13:56:11,989: INFO: common: created directory at: artifacts]
[2025-11-03 13:56:11,989: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-03 13:56:12,484: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-03 13:56:12,594: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-03 13:56:12,700: INFO: main: >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x==========x]
[2025-11-03 13:56:12,700: INFO: main: ************]
[2025-11-03 13:56:12,700: INFO: main: >>>>>> Stage Training started <<<<<<]
[2025-11-03 13:56:12,700: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-03 13:56:12,700: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-03 13:56:12,708: INFO: common: created directory at: artifacts]
[2025-11-03 13:56:12,708: INFO: common: created directory at: artifacts\training]
[2025-11-03 13:56:12,858: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-03 15:15:46,448: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-03 15:15:46,540: INFO: main: >>>>>> Stage Training completed <<<<<<

x==========x]
[2025-11-08 17:05:19,412: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-09 15:46:56,169: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-09 15:46:56,178: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 15:46:56,178: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 15:46:56,178: INFO: common: created directory at: artifacts]
[2025-11-09 15:46:56,178: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-09 15:46:56,178: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 15:54:51,523: INFO: data_ingestion: downloaded data from https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 15:54:58,895: INFO: main: >>>>>> stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-11-09 15:54:58,895: INFO: main: ****************]
[2025-11-09 15:54:58,895: INFO: main: >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2025-11-09 15:54:58,895: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 15:54:58,895: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 15:54:58,895: INFO: common: created directory at: artifacts]
[2025-11-09 15:54:58,895: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-09 15:54:59,324: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 15:54:59,485: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 15:54:59,612: INFO: main: >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x==========x]
[2025-11-09 15:54:59,612: INFO: main: ************]
[2025-11-09 15:54:59,612: INFO: main: >>>>>> Stage Training started <<<<<<]
[2025-11-09 15:54:59,612: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 15:54:59,612: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 15:54:59,612: INFO: common: created directory at: artifacts]
[2025-11-09 15:54:59,612: INFO: common: created directory at: artifacts\training]
[2025-11-09 15:54:59,783: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-09 17:05:27,810: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 17:05:27,884: INFO: main: >>>>>> Stage Training completed <<<<<<

x==========x]
[2025-11-09 17:27:57,084: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-09 17:27:57,084: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 17:27:57,084: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 17:27:57,098: INFO: common: created directory at: artifacts]
[2025-11-09 17:27:57,098: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-09 17:27:57,098: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 17:29:58,479: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-09 17:29:58,479: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 17:29:58,479: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 17:29:58,479: INFO: common: created directory at: artifacts]
[2025-11-09 17:29:58,479: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-09 17:29:58,479: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 17:31:02,053: INFO: data_ingestion: downloaded data from https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 17:31:07,466: INFO: main: >>>>>> stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-11-09 17:31:07,466: INFO: main: ****************]
[2025-11-09 17:31:07,466: INFO: main: >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2025-11-09 17:31:07,466: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 17:31:07,466: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 17:31:07,466: INFO: common: created directory at: artifacts]
[2025-11-09 17:31:07,466: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-09 17:31:07,819: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 17:31:07,924: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 17:31:07,995: INFO: main: >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x==========x]
[2025-11-09 17:31:07,995: INFO: main: ************]
[2025-11-09 17:31:07,995: INFO: main: >>>>>> Stage Training started <<<<<<]
[2025-11-09 17:31:08,007: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 17:31:08,008: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 17:31:08,008: INFO: common: created directory at: artifacts]
[2025-11-09 17:31:08,010: INFO: common: created directory at: artifacts\training]
[2025-11-09 17:31:08,128: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-09 17:34:06,189: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-09 17:34:06,189: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 17:34:06,189: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 17:34:06,189: INFO: common: created directory at: artifacts]
[2025-11-09 17:34:06,205: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-09 17:34:06,205: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 18:19:13,600: INFO: main: ***************]
[2025-11-09 18:19:13,612: INFO: main: >>>>> stage Evaluation stage started <<<<<]
[2025-11-09 18:19:13,612: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 18:19:13,612: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 18:19:13,612: INFO: common: created directory at: artifacts]
[2025-11-09 18:19:13,612: ERROR: main: 'ConfigurationManager' object has no attribute 'get_evaluation_config']
Traceback (most recent call last):
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\main.py", line 18, in <module>
    obj.main()
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\src\KidneyClassification\pipeline\stage_04_model_evaluation.py", line 15, in main
    eval_config = config.get_evaluation_config()
AttributeError: 'ConfigurationManager' object has no attribute 'get_evaluation_config'
[2025-11-09 18:22:18,474: INFO: main: ***************]
[2025-11-09 18:22:18,475: INFO: main: >>>>> stage Evaluation stage started <<<<<]
[2025-11-09 18:22:18,477: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 18:22:18,478: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 18:22:18,478: INFO: common: created directory at: artifacts]
[2025-11-09 18:22:18,494: ERROR: main: [Errno 2] Unable to synchronously open file (unable to open file: name = 'artifacts/training/model.h5', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)]
Traceback (most recent call last):
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\main.py", line 18, in <module>
    obj.main()
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\src\KidneyClassification\pipeline\stage_04_model_evaluation.py", line 18, in main
    evaluation.evaluation()
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\src\KidneyClassification\components\model_evaluation_mlflow.py", line 45, in evaluation
    self.model = self.load_model(self.config.path_of_model)
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\src\KidneyClassification\components\model_evaluation_mlflow.py", line 42, in load_model
    return tf.keras.models.load_model(path)
  File "E:\New folder\envs\kidney\lib\site-packages\keras\src\saving\saving_api.py", line 196, in load_model
    return legacy_h5_format.load_model_from_hdf5(
  File "E:\New folder\envs\kidney\lib\site-packages\keras\src\legacy\saving\legacy_h5_format.py", line 116, in load_model_from_hdf5
    f = h5py.File(filepath, mode="r")
  File "E:\New folder\envs\kidney\lib\site-packages\h5py\_hl\files.py", line 564, in __init__
    fid = make_fid(name, mode, userblock_size, fapl, fcpl, swmr=swmr)
  File "E:\New folder\envs\kidney\lib\site-packages\h5py\_hl\files.py", line 238, in make_fid
    fid = h5f.open(name, flags, fapl=fapl)
  File "h5py/_objects.pyx", line 56, in h5py._objects.with_phil.wrapper
  File "h5py/_objects.pyx", line 57, in h5py._objects.with_phil.wrapper
  File "h5py/h5f.pyx", line 102, in h5py.h5f.open
FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'artifacts/training/model.h5', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)
[2025-11-09 18:22:32,106: INFO: main: ***************]
[2025-11-09 18:22:32,107: INFO: main: >>>>> stage Evaluation stage started <<<<<]
[2025-11-09 18:22:32,109: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 18:22:32,110: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 18:22:32,111: INFO: common: created directory at: artifacts]
[2025-11-09 18:22:32,111: ERROR: main: [Errno 2] Unable to synchronously open file (unable to open file: name = 'artifacts/training/model.h5', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)]
Traceback (most recent call last):
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\main.py", line 18, in <module>
    obj.main()
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\src\KidneyClassification\pipeline\stage_04_model_evaluation.py", line 18, in main
    evaluation.evaluation()
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\src\KidneyClassification\components\model_evaluation_mlflow.py", line 45, in evaluation
    self.model = self.load_model(self.config.path_of_model)
  File "E:\Kidney project\Kidney-disease-classification-with-mlflow-dvc\src\KidneyClassification\components\model_evaluation_mlflow.py", line 42, in load_model
    return tf.keras.models.load_model(path)
  File "E:\New folder\envs\kidney\lib\site-packages\keras\src\saving\saving_api.py", line 196, in load_model
    return legacy_h5_format.load_model_from_hdf5(
  File "E:\New folder\envs\kidney\lib\site-packages\keras\src\legacy\saving\legacy_h5_format.py", line 116, in load_model_from_hdf5
    f = h5py.File(filepath, mode="r")
  File "E:\New folder\envs\kidney\lib\site-packages\h5py\_hl\files.py", line 564, in __init__
    fid = make_fid(name, mode, userblock_size, fapl, fcpl, swmr=swmr)
  File "E:\New folder\envs\kidney\lib\site-packages\h5py\_hl\files.py", line 238, in make_fid
    fid = h5f.open(name, flags, fapl=fapl)
  File "h5py/_objects.pyx", line 56, in h5py._objects.with_phil.wrapper
  File "h5py/_objects.pyx", line 57, in h5py._objects.with_phil.wrapper
  File "h5py/h5f.pyx", line 102, in h5py.h5f.open
FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'artifacts/training/model.h5', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)
[2025-11-09 22:41:56,606: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-09 22:41:56,606: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 22:41:56,615: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 22:41:56,617: INFO: common: created directory at: artifacts]
[2025-11-09 22:41:56,619: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-09 22:41:56,619: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 22:43:52,304: INFO: data_ingestion: downloaded data from https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 22:43:58,659: INFO: main: >>>>>> stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-11-09 22:43:58,659: INFO: main: ****************]
[2025-11-09 22:43:58,659: INFO: main: >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2025-11-09 22:43:58,659: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 22:43:58,659: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 22:43:58,659: INFO: common: created directory at: artifacts]
[2025-11-09 22:43:58,663: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-09 22:43:59,132: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 22:43:59,259: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 22:43:59,339: INFO: main: >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x==========x]
[2025-11-09 22:43:59,339: INFO: main: ************]
[2025-11-09 22:43:59,339: INFO: main: >>>>>> Stage Training started <<<<<<]
[2025-11-09 22:43:59,339: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 22:43:59,339: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 22:43:59,339: INFO: common: created directory at: artifacts]
[2025-11-09 22:43:59,339: INFO: common: created directory at: artifacts\training]
[2025-11-09 22:43:59,484: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-09 23:04:02,983: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-09 23:04:02,983: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 23:04:02,983: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 23:04:02,987: INFO: common: created directory at: artifacts]
[2025-11-09 23:04:02,987: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-09 23:04:02,987: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 23:05:22,604: INFO: data_ingestion: downloaded data from https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 23:05:28,278: INFO: main: >>>>>> stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-11-09 23:05:28,278: INFO: main: ****************]
[2025-11-09 23:05:28,278: INFO: main: >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2025-11-09 23:05:28,278: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 23:05:28,286: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 23:05:28,286: INFO: common: created directory at: artifacts]
[2025-11-09 23:05:28,286: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-09 23:05:28,556: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 23:05:28,667: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 23:05:28,758: INFO: main: >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x==========x]
[2025-11-09 23:05:28,758: INFO: main: ************]
[2025-11-09 23:05:28,758: INFO: main: >>>>>> Stage Training started <<<<<<]
[2025-11-09 23:05:28,762: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 23:05:28,763: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 23:05:28,763: INFO: common: created directory at: artifacts]
[2025-11-09 23:05:28,763: INFO: common: created directory at: artifacts\training]
[2025-11-09 23:05:28,904: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-11-09 23:25:59,527: INFO: main: >>>>>> stage Data Ingestion Stage started <<<<<<]
[2025-11-09 23:25:59,530: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 23:25:59,531: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 23:25:59,532: INFO: common: created directory at: artifacts]
[2025-11-09 23:25:59,533: INFO: common: created directory at: artifacts/data_ingestion]
[2025-11-09 23:25:59,533: INFO: data_ingestion: Downloading file from : https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 23:27:11,114: INFO: data_ingestion: downloaded data from https://drive.google.com/file/d/1ZGm5yeADS36R1G2pkvPImYWjM-McvLht/view?usp=sharing into file : artifacts/data_ingestion/data.zip]
[2025-11-09 23:27:17,126: INFO: main: >>>>>> stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-11-09 23:27:17,127: INFO: main: ****************]
[2025-11-09 23:27:17,127: INFO: main: >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2025-11-09 23:27:17,128: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 23:27:17,130: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 23:27:17,131: INFO: common: created directory at: artifacts]
[2025-11-09 23:27:17,131: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-11-09 23:27:17,438: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 23:27:17,584: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-11-09 23:27:17,685: INFO: main: >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x==========x]
[2025-11-09 23:27:17,686: INFO: main: ************]
[2025-11-09 23:27:17,686: INFO: main: >>>>>> Stage Training started <<<<<<]
[2025-11-09 23:27:17,688: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-11-09 23:27:17,690: INFO: common: yaml file: params.yaml loaded successfully]
[2025-11-09 23:27:17,690: INFO: common: created directory at: artifacts]
[2025-11-09 23:27:17,691: INFO: common: created directory at: artifacts\training]
